공모전명,주최,주관,접수기간,분야,응모대상,시상내역,조회수,포스터
2024 강경젓갈축제 강경젓갈·상월고구마 캐릭터 디자인 공모전,논산문화관광재단,논산문화관광재단,24.05.30 ~ 24.06.26,디자인·그림·웹툰,제한없음,"1등 400만원 x 1명, 2등 100만원 x 1명",0,https://www.all-con.co.kr/data/poster/2405/513636.png?v=1717048898
2024년 전주 로컬브랜딩 커뮤니티 지원사업 Why Not?  참여 커뮤니티 모집,전주소통협력센터,전주소통협력센터,24.05.30 ~ 24.06.14,아이디어·창업·네이밍,제한없음,팀당 최대 200만 원 지원,0,https://www.all-con.co.kr/data/poster/2405/513637.png?v=1717048996
뷰티브랜드 티르티르 디자인 공모전,(주)티르티르,(주)티르티르,24.06.10 ~ 24.06.30,디자인·그림·웹툰,"대학생, 대학원생",총 상금 1500만원 상당,0,https://www.all-con.co.kr/data/poster/2405/513648.jpg?v=1717056580
부산mbc 뉴미디어 캐릭터 공모전,부산문화방송,부산문화방송,24.05.30 ~ 24.06.23,디자인·그림·웹툰,제한없음,대상- 200만원,0,https://www.all-con.co.kr/data/poster/2405/513651.jpg?v=1717058354
BAT로스만스 에코리그 환경분야 아이디어 대회,BAT로스만스,(주)생각나눔소,24.05.30 ~ 24.07.05,아이디어·창업·네이밍,"대학생, 기타 (전국 대학교 재학생 및 휴학생 또는 졸업 후 5년 이내 ,대학 석사 졸업 및 수료 제외)","대상 500만원(1팀), 최우수상 200만원(2팀), 우수상 50만원(2팀)",0,https://www.all-con.co.kr/data/poster/2405/513660.jpg?v=1717116235
유익한 라이프 뷰티 브랜드 ‘캄프(calmf)’의 핸드 크림 선물 패키지를 디자인해주세요!,캄프,이미지네이션스페이스,24.06.01 ~ 24.06.21,디자인·그림·웹툰,제한없음,1등(1명) : 백화점상품권 30만원 外,0,https://www.all-con.co.kr/data/poster/2405/513670.png?v=1717119055
2024 철도공익복지재단 사회공헌 사업 공모전,철도공익복지재단,철도공익복지재단,24.06.03 ~ 24.06.30,아이디어·창업·네이밍,일반인,최소 5백만원 ~ 최대 1천만원,0,https://www.all-con.co.kr/data/poster/2405/513671.jpg?v=1717128066
광주경제자유구역 앰비언트 광고 아이디어 공모전,광주경제자유구역청,광주경제자유구역청,24.05.27 ~ 24.07.14,아이디어·창업·네이밍,제한없음,"대상 200만원(1명), 최우수상 100만원(2명) 外",0,https://www.all-con.co.kr/data/poster/2405/513673.png?v=1717128246
UNESCO ICM: 2024 국제무예사진공모전,유네스코 국제무예센터,유네스코 국제무예센터,24.05.30 ~ 24.07.22,사진·영상,제한없음,시상금 / 1등 500만원,0,https://www.all-con.co.kr/data/poster/2405/513681.jpg?v=1717132757
2024 DIA 개최 및 공모(Design Intelligence Award),China Academy of Art,China Academy of Art,24.01.01 ~ 24.07.14,디자인·그림·웹툰,제한없음,"총 상금 ¥5,000,000(약 9억 4천만원)",0,https://www.all-con.co.kr/data/poster/2405/513683.png?v=1717132430
쇼타임(SHORTIME) 쇼츠 영상 시나리오를 찾아요.,코드크레용,코드크레용,24.06.01 ~ 24.06.16,문학·학술·공학,"일반인, 기타 (현업 작가 혹은 작가 지망생)","상금 100만원 + 영상 콘텐츠 제작 지원(감독, 촬영, 배우 섭외 등)",0,https://www.all-con.co.kr/data/poster/2405/513692.png?v=1717137684
제1회 헤럴드 디자인 공모전,헤럴드,헤럴드,24.05.23 ~ 24.07.10,디자인·그림·웹툰,제한없음,대상 1명(팀) 500만원 外,0,https://www.all-con.co.kr/data/poster/2405/513693.png?v=1717136567
